market_id,selection_id,race_time,reference_price,reference_time,price_at_flag,time_at_flag,percentage_drop,actual_sp,outcome,result
1.260573158,3961721,2026-08-01 05:16:00+00:00,8.8,44.198,7.6,44.193,13.636363636363647,,LOSER,3.2631578947368567
1.260573158,1256650,2026-08-01 05:16:00+00:00,7.4,44.198,5.0,44.193,32.432432432432435,,WINNER,18.08
1.260600417,101161677,2026-08-01 12:10:00+00:00,4.9,60.285,4.3,0.245,12.244897959183684,,WINNER,2.418604651162802
1.260601327,98427846,2026-08-01 07:54:00+00:00,4.3,84.718,3.65,24.593,15.11627906976744,,LOSER,4.19178082191781
1.260601329,88990914,2026-08-01 08:28:00+00:00,11.5,84.58,9.4,24.608,18.260869565217387,,LOSER,6.276595744680854
1.260601329,101161630,2026-08-01 08:28:00+00:00,11.0,84.58,9.4,24.608,14.54545454545454,,LOSER,3.829787234042556
1.260925922,62176994,2026-08-11 05:35:00+00:00,5.7,64.275,5.1,4.218,10.526315789473694,,LOSER,1.411764705882355
1.260955829,67822920,2026-08-11 04:46:00+00:00,7.8,89.703,6.8,29.765,12.820512820512825,,LOSER,2.764705882352942
1.26095775,96181845,2026-08-12 03:08:00+00:00,10.0,63.647,7.8,3.718,22.000000000000004,,LOSER,8.974358974358978
1.260957759,88420172,2026-08-12 03:43:00+00:00,5.1,63.706,4.3,3.653,15.68627450980392,,LOSER,4.558139534883722
1.260991591,96720578,2026-08-13 05:05:00+00:00,6.6,69.342,5.7,9.298,13.63636363636363,,LOSER,3.2631578947368425
1.261038082,44993988,2026-08-15 06:20:00+00:00,9.8,66.521,8.6,6.509,12.244897959183684,,LOSER,2.418604651162802
1.261064731,93574185,2026-08-15 06:39:00+00:00,4.5,70.239,3.95,10.336,12.222222222222218,,LOSER,2.4050632911392427
1.261065561,27682911,2026-08-15 05:47:00+00:00,5.3,84.441,4.5,24.418,15.094339622641506,,WINNER,4.177777777777777
